,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Share,Seed,WL,SS,MPG
221,Marvin Williams,PF,19,ATL,79,7,1952,4.3,9.8,0.443,0.2,1.0,0.245,4.1,8.8,0.464,3.5,4.7,0.747,2.3,4.8,7.1,1.2,0.9,0.4,1.5,4.2,12.4,2006,12.2,0.523,16.9,2.1,0.7,2.8,0.069,-1.8,-1.7,-3.5,-0.7,,14.0,0.317,185,24.70886075949367
222,Hassan Adams,SG,22,NJN,61,8,495,5.5,9.8,0.556,0.0,0.1,0.0,5.5,9.7,0.56,1.7,2.6,0.667,2.5,3.1,5.6,0.9,1.2,0.3,1.6,3.4,12.7,2007,13.0,0.577,16.3,0.5,0.5,1.0,0.095,-1.3,-0.2,-1.5,0.1,,6.0,0.5,199,8.114754098360656
223,LaMarcus Aldridge,C,21,POR,63,22,1392,6.2,12.4,0.503,0.0,0.1,0.0,6.2,12.3,0.505,2.1,3.0,0.722,3.7,4.3,8.1,0.6,0.6,1.9,1.1,4.8,14.6,2007,17.1,0.533,19.3,2.5,1.0,3.4,0.118,-0.4,-1.0,-1.4,0.2,0.028,12.0,0.39,121,22.095238095238095
224,Hilton Armstrong,C,22,NOK,56,5,634,3.9,7.1,0.544,0.0,0.0,,3.9,7.1,0.544,2.3,3.8,0.597,3.3,5.2,8.5,0.6,0.7,1.5,2.0,4.5,10.0,2007,12.2,0.57,13.6,0.5,0.7,1.2,0.091,-2.9,0.3,-2.6,-0.1,,10.0,0.476,279,11.321428571428571
225,Renaldo Balkman,SF,22,NYK,68,1,1064,4.7,9.3,0.505,0.2,0.9,0.185,4.5,8.4,0.54,1.7,3.0,0.567,3.3,6.7,9.9,1.5,1.9,1.5,1.7,4.9,11.3,2007,16.1,0.531,15.5,1.1,1.7,2.8,0.125,-0.7,2.0,1.3,0.9,,12.0,0.402,240,15.647058823529411
226,Andrea Bargnani,PF,21,TOR,65,2,1629,5.9,13.8,0.427,2.2,5.9,0.373,3.7,7.9,0.468,2.6,3.1,0.824,1.1,4.5,5.6,1.1,0.7,1.2,2.4,4.0,16.6,2007,12.8,0.546,22.6,0.2,1.7,1.9,0.057,-1.1,-0.6,-1.8,0.1,0.413,3.0,0.573,77,25.06153846153846
227,Josh Boone,PF,22,NJN,61,0,669,5.3,9.2,0.579,0.0,0.0,,5.3,9.2,0.579,3.0,5.5,0.544,3.4,6.0,9.5,0.5,0.6,1.1,1.8,5.1,13.7,2007,14.6,0.587,17.4,0.9,0.8,1.7,0.122,-1.9,-1.0,-2.9,-0.2,,6.0,0.5,161,10.967213114754099
228,Ronnie Brewer,SG,21,UTA,56,14,675,5.4,10.3,0.528,0.0,0.5,0.0,5.4,9.8,0.554,3.0,4.4,0.675,2.0,2.0,4.0,1.3,2.0,0.3,1.3,2.3,13.9,2007,15.2,0.566,16.8,1.1,0.7,1.7,0.124,0.2,1.0,1.2,0.6,,4.0,0.622,152,12.053571428571429
229,Dee Brown,PG,22,UTA,49,0,450,2.6,7.8,0.327,0.5,2.2,0.214,2.1,5.6,0.371,1.9,3.0,0.649,0.6,2.6,3.2,6.6,1.8,0.6,2.5,4.1,7.5,2007,8.6,0.411,14.5,-0.2,0.5,0.2,0.024,-3.0,1.1,-1.8,0.0,,4.0,0.622,313,9.183673469387756
230,Rodney Carney,SF,22,PHI,67,35,1169,5.6,12.1,0.464,0.8,2.2,0.347,4.8,9.9,0.491,1.6,2.7,0.609,1.2,2.7,3.9,0.8,1.2,0.7,1.3,3.6,13.6,2007,11.4,0.514,18.7,0.4,1.0,1.3,0.055,-1.8,-0.4,-2.2,-0.1,,10.0,0.427,166,17.44776119402985
231,Mardy Collins,SF,22,NYK,52,9,777,4.0,10.6,0.382,0.6,2.2,0.277,3.4,8.4,0.409,2.2,3.8,0.585,1.3,3.5,4.8,3.8,1.5,0.1,2.6,3.5,10.9,2007,9.2,0.445,18.8,-0.6,0.6,0.0,0.002,-3.3,0.1,-3.1,-0.2,,12.0,0.402,253,14.942307692307692
232,Yakhouba Diawara,SG,24,DEN,64,19,1177,3.1,8.9,0.342,1.5,5.2,0.288,1.6,3.7,0.418,1.1,1.6,0.66,0.8,2.5,3.4,1.7,0.9,0.2,1.1,4.0,8.7,2007,5.3,0.45,12.8,-0.2,0.8,0.5,0.021,-3.9,0.0,-3.9,-0.6,,6.0,0.549,294,18.390625
233,Quincy Douby,PG,22,SAC,42,0,359,4.8,12.6,0.381,1.2,5.0,0.24,3.6,7.6,0.474,1.1,1.5,0.733,1.1,2.6,3.7,1.5,1.5,0.4,1.5,2.1,11.9,2007,9.0,0.449,18.5,-0.3,0.3,0.0,-0.006,-2.9,-0.9,-3.8,-0.2,,11.0,0.402,225,8.547619047619047
234,Jordan Farmar,PG,20,LAL,72,2,1090,4.1,9.7,0.422,1.5,4.5,0.328,2.6,5.2,0.503,0.9,1.3,0.711,0.7,3.2,3.9,4.5,1.5,0.2,2.4,2.5,10.6,2007,10.8,0.515,15.8,0.2,0.7,0.9,0.038,-1.4,-0.3,-1.7,0.1,,7.0,0.512,264,15.13888888888889
235,Randy Foye,PG,23,MIN,82,12,1879,5.7,13.2,0.434,1.3,3.5,0.368,4.4,9.7,0.458,3.1,3.7,0.854,0.9,3.2,4.2,4.4,1.0,0.4,2.9,3.5,15.9,2007,14.0,0.536,22.9,1.0,1.3,2.3,0.058,-0.3,-0.6,-1.0,0.5,0.058,13.0,0.39,90,22.914634146341463
236,Jorge Garbajosa,PF,29,TOR,67,60,1909,4.2,10.0,0.42,1.2,3.6,0.342,2.9,6.3,0.464,1.1,1.5,0.731,0.9,5.3,6.2,2.4,1.5,0.3,1.2,1.7,10.7,2007,12.1,0.503,15.2,0.6,2.4,3.0,0.074,-0.8,1.1,0.3,1.1,0.027,3.0,0.573,259,28.492537313432837
237,Rudy Gay,SF,20,MEM,78,43,2103,5.5,13.0,0.422,0.9,2.4,0.364,4.6,10.6,0.436,2.6,3.6,0.727,1.6,4.4,6.0,1.7,1.2,1.3,2.4,3.3,14.5,2007,12.4,0.497,21.3,-0.5,1.0,0.5,0.011,-1.5,-0.7,-2.2,-0.1,0.145,15.0,0.268,129,26.96153846153846
238,Mickaël Gelabale,SF,23,SEA,70,14,1239,3.5,7.7,0.462,0.3,1.4,0.234,3.2,6.3,0.512,1.9,2.4,0.805,1.7,3.3,5.0,1.6,0.7,0.6,1.4,3.1,9.3,2007,9.8,0.535,12.8,0.9,0.4,1.3,0.05,-1.8,-0.9,-2.6,-0.2,,14.0,0.378,285,17.7
239,Daniel Gibson,PG,20,CLE,60,16,988,3.6,8.4,0.424,1.9,4.5,0.419,1.7,3.9,0.43,1.0,1.4,0.718,1.0,2.3,3.4,2.5,0.8,0.3,1.6,3.4,10.1,2007,9.4,0.556,13.4,0.8,1.2,2.0,0.098,-1.6,0.9,-0.7,0.3,,2.0,0.61,278,16.466666666666665
240,Walter Herrmann,PF,27,CHA,48,12,936,6.7,12.7,0.527,2.0,4.4,0.461,4.7,8.3,0.563,1.6,2.0,0.774,1.1,4.3,5.3,1.0,0.7,0.3,1.2,2.9,17.0,2007,16.1,0.625,18.7,1.8,0.6,2.4,0.125,1.9,-1.1,0.8,0.7,0.008,11.0,0.402,63,19.5
241,Ersan İlyasova,PF,19,MIL,66,14,973,5.1,13.4,0.383,2.0,5.5,0.365,3.1,8.0,0.395,2.6,3.3,0.787,2.1,4.8,7.0,1.8,1.0,0.6,1.9,5.4,14.9,2007,12.1,0.5,21.0,0.5,0.5,1.0,0.051,-1.4,-1.5,-2.9,-0.2,,14.0,0.341,108,14.742424242424242
242,Alexander Johnson,PF,23,MEM,59,19,753,4.4,8.1,0.538,0.0,0.0,,4.4,8.1,0.538,3.7,5.6,0.661,2.4,6.3,8.7,0.8,1.2,1.7,2.2,6.5,12.4,2007,13.2,0.588,16.1,0.7,0.6,1.3,0.083,-3.2,-0.3,-3.5,-0.3,,15.0,0.268,207,12.76271186440678
243,Bobby Jones,SF,23,PHI,44,5,336,4.6,10.0,0.462,0.1,1.0,0.111,4.5,9.0,0.5,2.5,4.4,0.561,2.4,3.7,6.1,1.7,1.2,0.1,1.9,6.3,11.8,2007,9.4,0.495,17.7,0.0,0.3,0.3,0.045,-4.2,-0.7,-4.9,-0.2,,10.0,0.427,227,7.636363636363637
244,Solomon Jones,PF,22,ATL,58,8,666,3.5,6.9,0.508,0.0,0.1,0.0,3.5,6.9,0.512,3.2,4.1,0.787,2.6,4.7,7.4,0.6,0.6,2.3,1.4,6.7,10.2,2007,12.3,0.587,12.8,1.0,0.7,1.6,0.117,-3.4,0.2,-3.1,-0.2,,13.0,0.366,275,11.482758620689655
245,Tarence Kinsey,SG,22,MEM,48,12,967,5.2,11.3,0.457,0.5,1.7,0.283,4.7,9.6,0.488,2.9,3.6,0.796,1.1,2.5,3.6,1.5,2.0,0.0,1.7,2.1,13.7,2007,13.0,0.532,18.4,0.6,0.3,0.9,0.046,-1.7,-0.3,-2.0,0.0,,15.0,0.268,164,20.145833333333332
246,Paul Millsap,PF,21,UTA,82,1,1472,5.1,9.7,0.525,0.0,0.1,0.333,5.1,9.7,0.527,3.4,5.1,0.673,4.5,5.9,10.3,1.5,1.6,1.8,2.3,5.8,13.7,2007,17.6,0.571,17.8,2.4,2.3,4.7,0.153,-0.4,1.0,0.6,0.9,0.03,4.0,0.622,165,17.951219512195124
247,Adam Morrison,PF,22,CHA,78,23,2326,5.5,14.6,0.376,1.3,4.0,0.337,4.1,10.6,0.391,1.9,2.6,0.71,0.8,2.7,3.6,2.5,0.4,0.1,2.0,2.8,14.2,2007,7.9,0.45,22.4,-2.2,0.8,-1.5,-0.03,-2.7,-2.4,-5.1,-1.8,0.069,11.0,0.402,139,29.82051282051282
248,David Noel,PF,22,MIL,68,0,792,3.0,8.0,0.367,0.8,2.4,0.321,2.2,5.6,0.387,1.7,2.0,0.86,1.9,3.7,5.6,3.0,1.1,0.4,1.8,3.5,8.4,2007,9.0,0.47,13.4,0.1,0.3,0.4,0.024,-2.2,-0.9,-3.1,-0.2,,14.0,0.341,301,11.647058823529411
249,Leon Powe,C,23,BOS,63,2,720,3.9,8.8,0.446,0.0,0.1,0.0,3.9,8.7,0.451,5.3,7.2,0.736,4.8,5.9,10.7,0.5,0.7,1.1,2.3,5.2,13.2,2007,14.6,0.549,18.1,0.9,0.8,1.7,0.116,-2.1,-1.7,-3.8,-0.3,,15.0,0.293,178,11.428571428571429
250,Chris Quinn,PG,23,MIA,42,1,408,4.2,11.6,0.366,1.8,5.0,0.351,2.5,6.5,0.378,2.2,3.3,0.676,0.5,2.1,2.6,5.7,1.3,0.0,1.9,2.8,12.4,2007,12.3,0.479,19.6,0.3,0.3,0.6,0.07,-0.8,-1.1,-1.9,0.0,,4.0,0.537,208,9.714285714285714
251,Allan Ray,SG,22,BOS,47,5,710,5.1,13.1,0.386,2.4,5.9,0.414,2.6,7.3,0.364,2.1,2.8,0.764,0.9,2.6,3.5,2.2,1.0,0.2,2.1,4.3,14.7,2007,10.0,0.512,20.8,0.1,0.5,0.6,0.039,-1.5,-1.2,-2.7,-0.1,,15.0,0.293,116,15.106382978723405
252,J.J. Redick,PG,22,ORL,42,0,622,4.6,11.3,0.41,2.2,5.7,0.388,2.4,5.6,0.433,3.1,3.5,0.9,0.6,2.4,3.0,2.1,0.7,0.0,1.2,3.0,14.6,2007,13.0,0.569,18.1,1.2,0.5,1.7,0.134,0.8,-0.7,0.1,0.3,,8.0,0.488,119,14.80952380952381
253,Sergio Rodríguez,PG,20,POR,67,1,862,4.2,10.0,0.423,1.0,3.5,0.282,3.2,6.4,0.5,0.9,1.1,0.808,0.8,3.0,3.8,9.1,1.5,0.1,3.2,3.0,10.3,2007,14.1,0.493,17.8,0.5,0.4,0.9,0.05,0.4,-1.5,-1.1,0.2,,12.0,0.39,270,12.865671641791044
254,Rajon Rondo,PG,20,BOS,78,25,1831,3.7,8.8,0.418,0.1,0.6,0.207,3.6,8.3,0.432,2.3,3.6,0.647,1.5,4.3,5.7,5.8,2.5,0.2,2.7,3.6,9.9,2007,13.1,0.472,16.5,-0.1,2.6,2.4,0.064,-2.4,2.2,-0.2,0.8,0.005,15.0,0.293,281,23.474358974358974
255,Brandon Roy,SG,22,POR,57,55,2015,6.2,13.7,0.456,1.0,2.6,0.377,5.3,11.1,0.475,3.6,4.3,0.838,1.0,3.4,4.5,4.1,1.2,0.2,2.1,2.5,17.1,2007,18.0,0.548,23.0,3.8,1.0,4.8,0.114,2.3,-0.3,2.0,2.0,0.997,12.0,0.39,58,35.35087719298246
256,Thabo Sefolosha,SG,22,CHI,71,4,868,4.5,10.6,0.426,0.6,1.7,0.357,3.9,8.9,0.439,1.0,1.9,0.511,1.5,4.9,6.3,2.5,1.4,0.5,2.5,4.1,10.6,2007,8.5,0.464,17.2,-0.8,1.7,0.8,0.047,-4.2,1.6,-2.6,-0.1,,5.0,0.598,260,12.225352112676056
257,Cedric Simmons,PF,21,NOK,43,4,534,3.7,8.9,0.417,0.0,0.0,,3.7,8.9,0.417,1.1,2.2,0.485,3.0,4.2,7.2,0.8,0.5,1.6,1.5,5.1,8.5,2007,8.0,0.43,14.4,-0.3,0.5,0.3,0.025,-4.6,0.2,-4.4,-0.3,,10.0,0.476,300,12.418604651162791
258,Craig Smith,PF,23,MIN,82,5,1537,5.8,10.8,0.531,0.0,0.1,0.0,5.8,10.7,0.538,2.7,4.4,0.624,3.5,6.3,9.7,1.1,1.2,0.4,1.7,5.2,14.2,2007,15.7,0.558,18.7,2.1,1.7,3.9,0.121,-1.3,-0.5,-1.8,0.1,0.006,13.0,0.39,141,18.74390243902439
259,Tyrus Thomas,PF,20,CHI,72,4,966,5.0,10.5,0.475,0.0,0.1,0.0,5.0,10.4,0.479,4.0,6.5,0.606,3.3,6.7,10.0,1.5,1.7,2.8,3.5,6.0,13.9,2007,14.8,0.521,20.9,-0.4,2.6,2.2,0.11,-4.1,3.1,-1.0,0.2,0.016,5.0,0.598,153,13.416666666666666
260,Marcus Williams,PG,21,NJN,79,2,1315,5.7,14.4,0.395,1.3,4.5,0.282,4.4,9.9,0.446,2.0,2.3,0.847,0.8,3.7,4.5,7.1,0.8,0.1,3.9,2.6,14.6,2007,11.5,0.474,25.0,-1.1,1.0,-0.1,-0.004,-1.7,-2.0,-3.7,-0.6,,6.0,0.5,122,16.645569620253166
261,Shawne Williams,SG,20,IND,46,3,556,4.9,10.4,0.469,1.2,3.4,0.365,3.6,7.0,0.519,0.7,1.3,0.55,2.1,3.2,5.4,1.4,0.4,0.5,1.6,4.5,11.7,2007,9.7,0.533,15.5,0.3,0.4,0.7,0.063,-1.6,-1.1,-2.7,-0.1,,9.0,0.427,231,12.08695652173913
262,Shelden Williams,PF,23,ATL,81,31,1514,3.9,8.7,0.455,0.0,0.1,0.5,3.9,8.6,0.454,2.6,3.4,0.764,3.1,7.2,10.3,1.0,1.2,0.9,2.3,4.7,10.6,2007,12.3,0.518,15.9,0.3,1.9,2.2,0.07,-2.9,-0.4,-3.3,-0.5,,13.0,0.366,261,18.691358024691358
263,Arron Afflalo,SG,22,DET,75,9,970,3.7,8.9,0.411,0.4,1.8,0.208,3.3,7.2,0.461,2.5,3.2,0.782,1.3,3.7,5.1,1.9,1.2,0.3,1.3,3.1,10.2,2008,10.2,0.494,15.2,0.5,1.4,1.9,0.092,-2.6,1.0,-1.5,0.1,,2.0,0.72,265,12.933333333333334
264,Corey Brewer,SF,21,MIN,79,35,1803,3.6,9.7,0.374,0.1,0.7,0.194,3.5,9.0,0.389,1.8,2.2,0.8,1.6,4.2,5.8,2.2,1.5,0.5,1.8,3.8,9.2,2008,8.3,0.429,15.6,-1.4,1.2,-0.2,-0.005,-4.2,0.1,-4.1,-1.0,,13.0,0.268,284,22.82278481012658
265,Aaron Brooks,PG,23,HOU,51,0,608,5.5,13.3,0.413,2.1,6.5,0.33,3.4,6.9,0.491,2.5,2.9,0.857,0.8,2.5,3.3,5.2,0.8,0.3,2.6,4.1,15.6,2008,13.1,0.535,21.8,0.6,0.8,1.4,0.112,-0.5,0.2,-0.2,0.3,,5.0,0.671,100,11.92156862745098
266,Mike Conley,PG,20,MEM,53,46,1381,4.9,11.5,0.428,0.8,2.4,0.33,4.1,9.1,0.453,2.3,3.2,0.732,0.5,3.1,3.6,5.8,1.1,0.1,2.3,2.2,13.0,2008,12.6,0.502,18.8,0.6,0.5,1.1,0.038,-1.6,-1.3,-3.0,-0.3,0.002,14.0,0.268,191,26.056603773584907
267,Daequan Cook,SG,20,MIA,59,19,1441,4.9,12.8,0.381,2.0,5.9,0.332,2.9,6.9,0.424,1.2,1.4,0.825,0.5,3.9,4.4,1.9,0.6,0.2,1.6,3.9,12.9,2008,7.9,0.48,19.8,-1.0,0.6,-0.4,-0.013,-3.4,-1.9,-5.2,-1.2,,15.0,0.183,196,24.423728813559322
268,Javaris Crittenton,SG,20,TOT,50,0,679,5.2,12.4,0.421,0.5,2.0,0.27,4.7,10.4,0.449,3.8,5.5,0.692,1.4,4.4,5.8,2.7,1.0,0.1,2.9,2.5,14.7,2008,11.0,0.499,21.8,-0.3,0.4,0.1,0.004,-2.7,-1.4,-4.1,-0.4,,,,126,13.58
269,Glen Davis,C,22,BOS,69,1,940,4.1,8.5,0.484,0.0,0.0,,4.1,8.5,0.484,3.8,5.7,0.66,3.6,4.3,8.0,1.1,1.2,0.8,2.5,6.1,12.0,2008,11.3,0.545,17.4,0.6,1.9,2.5,0.128,-3.6,0.7,-3.0,-0.2,,1.0,0.805,217,13.623188405797102
270,Jared Dudley,PF,22,CHA,73,14,1384,4.2,9.1,0.468,0.2,1.1,0.22,4.0,8.0,0.502,2.3,3.1,0.737,3.1,4.3,7.4,2.1,1.4,0.3,1.3,3.3,11.0,2008,13.6,0.528,14.9,1.8,1.1,2.9,0.1,-0.7,0.0,-0.7,0.4,,12.0,0.39,247,18.958904109589042
271,Kevin Durant,SG,19,SEA,80,80,2768,7.6,17.8,0.43,0.8,2.7,0.288,6.9,15.1,0.455,5.1,5.8,0.873,0.9,3.6,4.5,2.5,1.0,1.0,3.0,1.6,21.1,2008,15.8,0.519,28.1,0.4,1.9,2.3,0.04,0.5,-0.7,-0.1,1.3,0.872,15.0,0.244,18,34.6
272,Aaron Gray,C,23,CHI,61,1,613,6.0,12.0,0.505,0.0,0.1,0.0,6.0,11.9,0.507,3.3,5.8,0.566,4.1,5.8,9.9,2.4,1.2,0.9,3.3,6.9,15.4,2008,13.9,0.529,22.0,0.1,0.8,0.8,0.066,-3.6,0.0,-3.5,-0.2,,11.0,0.402,104,10.049180327868852
273,Jeff Green,SF,21,SEA,80,52,2253,5.1,12.0,0.427,0.3,1.2,0.276,4.8,10.8,0.444,2.8,3.8,0.744,1.6,4.4,6.1,1.9,0.7,0.8,2.5,3.2,13.4,2008,9.8,0.491,19.4,-1.3,1.5,0.2,0.003,-3.4,-0.6,-4.1,-1.2,,15.0,0.244,178,28.1625
274,Spencer Hawes,C,19,SAC,71,8,931,5.6,12.3,0.459,0.2,0.8,0.19,5.5,11.5,0.478,1.5,2.2,0.655,2.6,6.3,8.9,1.7,0.5,1.5,2.2,4.9,12.9,2008,11.6,0.486,19.2,-0.2,0.8,0.6,0.033,-3.2,-0.9,-4.1,-0.5,,11.0,0.463,195,13.112676056338028
275,Al Horford,C,21,ATL,81,77,2540,4.7,9.5,0.499,0.0,0.1,0.0,4.7,9.4,0.502,2.2,3.0,0.731,3.5,7.6,11.1,1.8,0.9,1.1,1.9,3.8,11.6,2008,14.7,0.539,16.0,2.4,3.0,5.5,0.103,-1.2,-0.3,-1.6,0.3,0.624,8.0,0.451,228,31.358024691358025
276,Yi Jianlian,PF,20,MIL,66,49,1647,4.8,11.4,0.421,0.1,0.5,0.286,4.7,10.9,0.427,2.7,3.2,0.841,2.3,5.2,7.5,1.2,0.8,1.2,2.0,3.3,12.4,2008,11.3,0.485,18.4,-0.1,0.9,0.7,0.022,-2.9,-1.1,-3.9,-0.8,,13.0,0.317,204,24.954545454545453
277,Carl Landry,PF,24,HOU,42,0,711,6.8,11.1,0.616,0.0,0.1,0.0,6.8,11.0,0.619,3.6,5.5,0.661,4.9,5.6,10.5,1.1,0.9,0.4,1.3,5.0,17.3,2008,21.4,0.641,18.8,2.5,1.2,3.7,0.251,1.6,-0.1,1.5,0.6,0.002,5.0,0.671,73,16.928571428571427
278,Acie Law,PG,23,ATL,56,6,865,4.0,9.9,0.401,0.3,1.4,0.206,3.7,8.4,0.433,1.6,2.0,0.792,0.5,1.9,2.4,4.7,1.2,0.0,2.3,3.0,9.8,2008,7.7,0.455,16.5,-0.5,0.4,-0.1,-0.007,-4.2,-1.0,-5.2,-0.7,,8.0,0.451,274,15.446428571428571
279,Dominic McGuire,SG,22,WAS,70,1,695,2.0,5.3,0.379,0.1,0.3,0.167,2.0,5.0,0.392,0.7,1.7,0.438,2.7,4.5,7.2,2.1,1.0,1.3,2.1,3.9,4.8,2008,6.6,0.397,10.4,-0.6,0.6,0.0,-0.003,-4.4,0.1,-4.3,-0.4,,5.0,0.524,319,9.928571428571429
280,Jamario Moon,SF,27,TOR,78,75,2166,4.6,9.6,0.485,0.7,2.0,0.328,4.0,7.5,0.528,1.0,1.4,0.741,1.5,6.5,8.0,1.5,1.3,1.8,0.8,2.5,11.0,2008,15.0,0.54,14.4,2.1,3.6,5.7,0.126,0.0,1.9,1.9,2.2,0.011,6.0,0.5,246,27.76923076923077
281,Juan Carlos Navarro,SG,27,MEM,82,30,2117,5.2,13.0,0.402,2.7,7.3,0.361,2.6,5.7,0.455,2.1,2.5,0.849,0.6,3.0,3.6,3.0,0.8,0.0,2.3,1.6,15.2,2008,11.9,0.54,20.2,1.0,0.4,1.4,0.031,-0.3,-2.0,-2.3,-0.2,0.005,14.0,0.268,115,25.817073170731707
282,Joakim Noah,C,22,CHI,74,31,1534,4.2,8.6,0.482,0.0,0.0,0.0,4.2,8.6,0.484,3.1,4.6,0.691,4.1,5.7,9.8,2.0,1.6,1.5,2.1,4.1,11.5,2008,15.5,0.539,15.6,1.5,2.3,3.8,0.12,-1.2,1.0,-0.2,0.7,,11.0,0.402,234,20.72972972972973
283,Chris Richard,C,23,MIN,52,3,556,2.7,5.6,0.471,0.0,0.0,,2.7,5.6,0.471,1.0,1.7,0.593,3.4,5.4,8.7,1.2,0.6,0.8,1.6,5.4,6.3,2008,7.9,0.496,10.0,0.1,0.3,0.4,0.037,-4.6,-1.1,-5.7,-0.5,,13.0,0.268,308,10.692307692307692
284,Luis Scola,PF,27,HOU,82,39,2024,6.1,11.9,0.515,0.0,0.1,0.0,6.1,11.9,0.517,2.8,4.2,0.668,3.1,6.2,9.3,1.9,1.1,0.3,1.9,4.2,15.1,2008,16.1,0.548,19.8,2.8,3.7,6.5,0.154,-1.0,1.0,0.0,1.0,0.234,5.0,0.671,118,24.682926829268293
285,Jason Smith,PF,21,PHI,76,1,1107,4.6,10.1,0.455,0.1,0.5,0.286,4.5,9.6,0.463,1.8,2.7,0.659,2.5,5.0,7.5,0.7,0.7,1.6,1.6,4.6,11.1,2008,10.7,0.491,16.1,0.2,1.4,1.5,0.067,-3.6,0.1,-3.5,-0.4,,7.0,0.488,242,14.56578947368421
286,Rodney Stuckey,PG,21,DET,57,2,1081,5.1,12.7,0.401,0.1,0.5,0.188,5.0,12.2,0.41,4.2,5.2,0.814,1.1,3.2,4.3,5.3,1.6,0.2,2.6,3.8,14.5,2008,13.8,0.484,23.1,0.4,1.6,2.0,0.09,-2.1,1.1,-1.1,0.3,,2.0,0.72,133,18.964912280701753
287,Al Thornton,PF,24,LAC,79,31,2158,6.2,14.5,0.429,0.7,2.2,0.331,5.5,12.4,0.447,3.6,4.8,0.743,1.6,4.3,6.0,1.6,0.8,0.7,2.1,3.3,16.8,2008,12.7,0.504,24.1,-0.5,1.6,1.1,0.025,-1.9,-1.5,-3.4,-0.8,0.048,12.0,0.28,84,27.31645569620253
288,Mario West,SG,23,ATL,64,2,269,2.8,6.6,0.429,0.0,0.5,0.0,2.8,6.0,0.467,2.3,3.5,0.654,3.5,2.9,6.4,1.7,1.6,0.5,1.2,8.2,7.9,2008,8.6,0.488,11.7,0.2,0.2,0.5,0.082,-4.4,0.6,-3.8,-0.1,,8.0,0.451,297,4.203125
289,Marcus Williams,PG,22,NJN,53,7,854,4.7,12.4,0.379,2.3,6.0,0.38,2.4,6.4,0.377,1.6,2.0,0.787,0.6,3.7,4.3,5.9,1.1,0.1,3.2,2.2,13.2,2008,11.0,0.499,20.8,-0.4,0.5,0.2,0.009,-0.8,-1.6,-2.4,-0.1,,10.0,0.415,183,16.11320754716981
290,Sean Williams,C,21,NJN,73,29,1278,4.6,8.6,0.538,0.0,0.0,,4.6,8.6,0.538,2.3,3.7,0.609,3.2,5.8,9.1,0.8,0.8,3.0,2.0,5.4,11.5,2008,13.9,0.563,15.5,0.8,1.7,2.5,0.093,-3.3,1.1,-2.2,-0.1,,10.0,0.415,233,17.506849315068493
291,Julian Wright,SF,20,NOH,57,1,640,5.1,9.5,0.533,0.6,1.4,0.417,4.5,8.2,0.552,1.9,2.9,0.635,1.9,4.7,6.6,2.3,1.6,0.7,1.9,2.4,12.5,2008,15.4,0.581,16.4,0.7,0.9,1.7,0.126,0.3,1.5,1.8,0.6,,2.0,0.683,202,11.228070175438596
292,Nick Young,SG,22,WAS,75,2,1158,6.5,14.9,0.439,1.2,3.1,0.4,5.3,11.8,0.45,3.1,3.9,0.815,0.7,2.9,3.6,2.0,1.1,0.2,2.9,4.0,17.4,2008,11.6,0.527,24.9,-0.1,0.6,0.4,0.017,-2.6,-2.1,-4.7,-0.8,,5.0,0.524,72,15.44
293,Thaddeus Young,PF,19,PHI,74,22,1554,6.1,11.4,0.539,0.1,0.4,0.316,6.0,10.9,0.548,1.8,2.4,0.738,2.8,4.4,7.2,1.3,1.7,0.2,1.5,2.9,14.1,2008,16.5,0.57,17.4,2.6,2.0,4.5,0.14,0.2,0.3,0.5,1.0,0.003,7.0,0.488,145,21.0
294,Joe Alexander,SF,22,MIL,59,0,716,5.1,12.3,0.416,0.8,2.3,0.348,4.3,10.0,0.432,2.9,4.2,0.699,2.2,3.6,5.8,2.1,0.8,1.5,2.6,5.4,14.0,2009,10.1,0.494,20.9,-0.3,0.7,0.4,0.03,-3.4,-0.1,-3.5,-0.3,,12.0,0.415,147,12.135593220338983
295,Ryan Anderson,PF,20,NJN,66,30,1312,4.4,11.2,0.393,1.9,5.2,0.365,2.5,6.0,0.417,2.7,3.2,0.845,2.9,5.7,8.5,1.4,1.2,0.5,1.7,4.3,13.4,2009,13.6,0.532,18.6,1.3,1.2,2.5,0.09,-0.3,-0.9,-1.1,0.3,,11.0,0.415,170,19.87878787878788
296,Darrell Arthur,PF,20,MEM,76,64,1464,4.7,10.7,0.438,0.0,0.0,0.0,4.7,10.7,0.44,1.0,1.5,0.667,2.7,5.9,8.5,1.1,1.3,1.3,1.2,5.1,10.4,2009,11.3,0.456,16.3,-0.1,1.8,1.7,0.055,-3.5,0.1,-3.4,-0.5,,12.0,0.293,258,19.263157894736842
297,D.J. Augustin,PG,21,CHA,72,12,1908,5.0,11.7,0.43,2.0,4.6,0.439,3.0,7.1,0.424,3.9,4.4,0.893,0.3,2.2,2.5,4.7,0.8,0.0,2.2,2.6,16.0,2009,14.9,0.587,20.8,3.6,1.5,5.1,0.128,1.4,-0.5,0.9,1.4,,10.0,0.427,96,26.5
